Date,Clean_Energy
9/28/2020,1118.55
9/29/2020,1145.06
9/30/2020,1176.91
10/1/2020,1211.5
10/2/2020,1210.84
10/5/2020,1267.23
10/6/2020,1282.59
10/7/2020,1339.67
10/8/2020,1345.37
10/9/2020,1362.36
10/12/2020,1335.56
10/13/2020,1332.47
10/14/2020,1347.87
10/15/2020,1334.73
10/16/2020,1332.7
10/19/2020,1328.41
10/20/2020,1347.77
10/21/2020,1295.33
10/22/2020,1285.71
10/23/2020,1286.09
10/26/2020,1266.41
10/27/2020,1256.42
10/28/2020,1246.39
10/29/2020,1254.57
10/30/2020,1244.82
11/2/2020,1265.49
11/3/2020,1283.37
11/4/2020,1266.38
11/5/2020,1349.4
11/6/2020,1361.79
11/9/2020,1362.7
11/10/2020,1346.23
11/11/2020,1387.52
11/12/2020,1386.16
11/13/2020,1379.72
11/16/2020,1387.96
11/17/2020,1387.97
11/18/2020,1374.89
11/19/2020,1384.13
11/20/2020,1404.19
11/23/2020,1430.27
11/24/2020,1445.25
11/25/2020,1471.04
11/26/2020,1467.14
11/27/2020,1498.84
11/30/2020,1500.6
12/1/2020,1482.9
12/2/2020,1468.41
12/3/2020,1463.16
12/4/2020,1464.72
12/7/2020,1473.05
12/8/2020,1505.62
12/9/2020,1481.39
12/10/2020,1491.62
12/11/2020,1503.85
12/14/2020,1523.76
12/15/2020,1586.83
12/16/2020,1594.95
12/17/2020,1622.4
12/18/2020,1648.73
12/21/2020,1671.77
12/22/2020,1732.46
12/23/2020,1764.04
12/24/2020,1761.47
12/28/2020,1769.53
12/29/2020,1762.35
12/30/2020,1797.23
12/31/2020,1790.76
1/4/2021,1820.22
1/5/2021,1857.2
1/6/2021,1957.09
1/7/2021,2091.74
1/8/2021,2113.52
1/11/2021,2034.27
1/12/2021,2057.05
1/13/2021,2066.96
1/14/2021,2050.51
1/15/2021,1945.6
1/18/2021,1937.8
1/19/2021,2003.68
1/20/2021,1989.51
1/21/2021,2069.5
1/22/2021,2096.08
1/25/2021,2065.98
1/26/2021,2047.86
1/27/2021,1940.97
1/28/2021,1952.31
1/29/2021,1903.24
2/1/2021,1938.84
2/2/2021,1961.06
2/3/2021,1994.52
2/4/2021,1969.89
2/5/2021,1984.14
2/8/2021,2010.16
2/9/2021,1995.09
2/10/2021,1972.93
2/11/2021,1980.07
2/12/2021,1938.84
2/15/2021,1947.72
2/16/2021,1918.15
2/17/2021,1883.06
2/18/2021,1787.02
2/19/2021,1819.98
2/22/2021,1712.09
2/23/2021,1681.1
2/24/2021,1701.08
2/25/2021,1644.59
2/26/2021,1648.4
3/1/2021,1713.13
3/2/2021,1662.67
3/3/2021,1564.73
3/4/2021,1507.22
3/5/2021,1459.23
3/8/2021,1432.4
3/9/2021,1531.63
3/10/2021,1536.22
3/11/2021,1628.16
3/12/2021,1620.06
3/15/2021,1609.64
3/16/2021,1583.95
3/17/2021,1527.92
3/18/2021,1475.75
3/19/2021,1490.46
3/22/2021,1518.88
3/23/2021,1497.87
3/24/2021,1435.88
3/25/2021,1425.88
3/26/2021,1458.28
3/29/2021,1427.25
3/30/2021,1484.38
3/31/2021,1533.55
4/1/2021,1545.43
4/2/2021,1544.81
4/5/2021,1507.87
4/6/2021,1516.13
4/7/2021,1478.16
4/8/2021,1488.27
4/9/2021,1488.18
4/12/2021,1462.8
4/13/2021,1486.54
4/14/2021,1492.75
4/15/2021,1472.34
4/16/2021,1509.91
4/19/2021,1477.12
4/20/2021,1467.67
4/21/2021,1484.66
4/22/2021,1528.08
4/23/2021,1549.24
4/26/2021,1562.07
4/27/2021,1555.37
4/28/2021,1525.72
4/29/2021,1499.83
4/30/2021,1475.01
5/3/2021,1458.75
5/4/2021,1394.17
5/5/2021,1398.08
5/6/2021,1374.42
5/7/2021,1400.21
5/10/2021,1366.34
5/11/2021,1357.83
5/12/2021,1324.22
5/13/2021,1322.57
5/14/2021,1362.4
5/17/2021,1356.49
5/18/2021,1386.73
5/19/2021,1391.71
5/20/2021,1425.24
5/21/2021,1435.33
5/24/2021,1432.4
5/25/2021,1432.73
5/26/2021,1450.45
5/27/2021,1445.06
5/28/2021,1453.68
5/31/2021,1451.39
6/1/2021,1450.96
6/2/2021,1428.94
6/3/2021,1406.54
6/4/2021,1415.99
6/7/2021,1422.22
6/8/2021,1430.12
6/9/2021,1424.66
6/10/2021,1426.8
6/11/2021,1434.47
6/14/2021,1451.81
6/15/2021,1435.97
6/16/2021,1455.95
6/17/2021,1451.48
6/18/2021,1431.97
6/21/2021,1440.92
6/22/2021,1456.45
6/23/2021,1457.05
6/24/2021,1462.72
6/25/2021,1472.59
6/28/2021,1506.61
6/29/2021,1516.92
6/30/2021,1493.33
7/1/2021,1501.35
7/2/2021,1494.83
7/5/2021,1496.89
7/6/2021,1508.5
7/7/2021,1503.26
7/8/2021,1477.58
7/9/2021,1478.75
7/12/2021,1497.59
7/13/2021,1483.85
7/14/2021,1449.73
7/15/2021,1419.85
7/16/2021,1412.59
7/19/2021,1395.82
7/20/2021,1406.95
7/21/2021,1448.66
7/22/2021,1455.4
7/23/2021,1435.79
7/26/2021,1428.46
7/27/2021,1413.94
7/28/2021,1445.47
7/29/2021,1448.92
7/30/2021,1444.11
8/2/2021,1449.97
8/3/2021,1472.01
8/4/2021,1474.79
8/5/2021,1465.15
8/6/2021,1458.63
8/9/2021,1478.67
8/10/2021,1479.68
8/11/2021,1467.91
8/12/2021,1449.03
8/13/2021,1443.77
8/16/2021,1427.98
8/17/2021,1412.37
8/18/2021,1427.4
8/19/2021,1422.39
8/20/2021,1441.72
8/23/2021,1460.74
8/24/2021,1473.44
8/25/2021,1473.43
8/26/2021,1462.24
8/27/2021,1468.92
8/30/2021,1485.73
8/31/2021,1483.53
9/1/2021,1498.29
9/2/2021,1514.21
9/3/2021,1502.95
9/6/2021,1497.68
9/7/2021,1488.04
9/8/2021,1460.38
9/9/2021,1459.62
9/10/2021,1441.43
9/13/2021,1461.16
9/14/2021,1457.47
9/15/2021,1433.52
9/16/2021,1423.16
9/17/2021,1424.5
9/20/2021,1396.38
9/21/2021,1410.85
9/22/2021,1429.32
9/23/2021,1444.49
9/24/2021,1418.43
