date;clean_energy;energy
26/10/2015;635.59;492.13
27/10/2015;621.91;486.44
28/10/2015;627.39;497.23
29/10/2015;628.08;498.71
30/10/2015;624.57;502.11
2/11/2015;628.61;514.36
3/11/2015;629.98;527.38
4/11/2015;630.76;521.87
5/11/2015;628.29;516.43
6/11/2015;630.98;514.21
9/11/2015;622.98;506.73
10/11/2015;607.73;508.03
11/11/2015;605.41;498.34
12/11/2015;598.68;486.41
13/11/2015;591.24;483.52
16/11/2015;594.42;499.26
17/11/2015;589.04;493.49
18/11/2015;591.68;501.42
19/11/2015;596.04;495.00
20/11/2015;598.26;489.86
23/11/2015;597.00;493.11
24/11/2015;598.80;503.90
25/11/2015;598.70;499.73
26/11/2015;600.11;
27/11/2015;598.01;496.34
30/11/2015;594.33;498.26
1/12/2015;604.17;501.81
2/12/2015;611.38;486.21
3/12/2015;613.37;476.43
4/12/2015;612.35;473.94
7/12/2015;606.72;456.56
8/12/2015;599.42;449.75
9/12/2015;600.78;455.74
10/12/2015;592.47;458.55
11/12/2015;580.28;443.14
14/12/2015;591.29;446.73
15/12/2015;600.98;459.45
16/12/2015;629.01;457.09
17/12/2015;629.89;445.74
18/12/2015;626.11;438.48
21/12/2015;626.39;438.68
22/12/2015;620.19;444.03
23/12/2015;629.29;462.88
24/12/2015;633.25;458.67
25/12/2015;633.17;
28/12/2015;628.32;450.45
29/12/2015;628.12;453.58
30/12/2015;625.43;446.93
31/12/2015;625.72;448.44
4/01/2016;619.28;447.75
5/01/2016;617.79;450.01
6/01/2016;610.53;433.71
7/01/2016;587.63;423.45
8/01/2016;583.74;417.77
11/01/2016;571.22;409.02
12/01/2016;565.67;410.55
13/01/2016;558.00;403.26
14/01/2016;549.35;421.30
15/01/2016;531.97;409.20
18/01/2016;525.26;
19/01/2016;530.13;400.32
20/01/2016;514.97;388.58
21/01/2016;510.60;399.79
22/01/2016;530.26;417.03
25/01/2016;525.73;398.19
26/01/2016;531.45;413.24
27/01/2016;534.74;410.61
28/01/2016;531.92;423.56
29/01/2016;550.74;434.67
1/02/2016;554.41;426.53
2/02/2016;540.76;412.63
3/02/2016;539.84;428.99
4/02/2016;546.04;428.83
5/02/2016;534.09;420.11
8/02/2016;516.80;420.39
9/02/2016;518.40;410.00
10/02/2016;510.67;407.95
11/02/2016;492.81;406.22
12/02/2016;493.15;416.70
15/02/2016;504.59;
16/02/2016;513.47;420.04
17/02/2016;522.86;432.30
18/02/2016;526.86;428.26
19/02/2016;521.28;426.77
22/02/2016;530.36;436.31
23/02/2016;524.17;422.28
24/02/2016;527.74;426.08
25/02/2016;532.76;426.87
26/02/2016;537.40;428.49
29/02/2016;537.78;423.54
1/03/2016;542.00;432.95
2/03/2016;551.97;443.56
3/03/2016;559.54;449.24
4/03/2016;567.70;453.31
7/03/2016;571.90;464.02
8/03/2016;563.34;444.86
9/03/2016;566.56;451.70
10/03/2016;565.25;451.81
11/03/2016;578.93;461.90
14/03/2016;579.27;459.05
15/03/2016;572.63;458.39
16/03/2016;572.86;465.75
17/03/2016;589.32;472.43
18/03/2016;595.62;473.35
21/03/2016;592.72;470.98
22/03/2016;588.41;469.44
23/03/2016;575.62;459.58
24/03/2016;570.57;461.84
25/03/2016;571.01;
28/03/2016;574.08;460.26
29/03/2016;578.42;461.87
30/03/2016;589.14;463.14
31/03/2016;588.45;462.41
1/04/2016;582.53;456.00
4/04/2016;577.39;453.67
5/04/2016;569.11;450.16
6/04/2016;569.53;459.62
7/04/2016;566.25;456.80
8/04/2016;571.29;466.03
11/04/2016;575.23;464.17
12/04/2016;581.49;477.34
13/04/2016;589.52;479.30
14/04/2016;586.74;481.31
15/04/2016;586.57;475.25
18/04/2016;583.92;482.79
19/04/2016;590.54;491.88
20/04/2016;591.01;495.84
21/04/2016;591.08;493.40
22/04/2016;588.90;499.96
25/04/2016;580.64;494.56
26/04/2016;586.12;501.47
27/04/2016;589.58;509.79
28/04/2016;584.97;502.92
29/04/2016;583.45;502.42
2/05/2016;574.12;502.57
3/05/2016;560.02;491.33
4/05/2016;556.48;484.94
5/05/2016;550.23;488.53
6/05/2016;552.09;487.59
9/05/2016;545.93;481.52
10/05/2016;549.94;489.96
11/05/2016;555.51;489.30
12/05/2016;550.64;491.27
13/05/2016;544.01;485.15
16/05/2016;545.06;492.84
17/05/2016;547.13;493.96
18/05/2016;538.33;489.21
19/05/2016;529.33;490.43
20/05/2016;538.52;492.50
23/05/2016;540.61;491.28
24/05/2016;543.81;493.74
25/05/2016;547.01;501.19
26/05/2016;545.93;499.14
27/05/2016;545.11;499.38
30/05/2016;546.61;
31/05/2016;548.47;496.54
1/06/2016;557.05;497.30
2/06/2016;557.83;495.71
3/06/2016;560.60;494.31
6/06/2016;568.53;504.16
7/06/2016;571.85;514.93
8/06/2016;570.67;513.89
9/06/2016;565.34;511.30
10/06/2016;544.72;501.15
13/06/2016;532.95;499.63
14/06/2016;523.92;499.38
15/06/2016;527.35;497.71
16/06/2016;522.82;496.65
17/06/2016;535.05;500.82
20/06/2016;547.28;505.10
21/06/2016;545.91;510.44
22/06/2016;550.38;507.41
23/06/2016;557.60;515.84
24/06/2016;532.24;497.72
27/06/2016;521.62;485.07
28/06/2016;533.98;497.86
29/06/2016;549.70;507.93
30/06/2016;558.14;512.39
1/07/2016;560.68;514.79
4/07/2016;559.95;
5/07/2016;554.23;505.04
6/07/2016;554.57;507.85
7/07/2016;554.92;502.53
8/07/2016;563.27;509.01
11/07/2016;575.62;509.84
12/07/2016;576.04;521.33
13/07/2016;571.87;517.63
14/07/2016;575.83;519.75
15/07/2016;571.29;519.62
18/07/2016;576.86;519.33
19/07/2016;573.25;516.63
20/07/2016;580.04;515.76
21/07/2016;581.39;511.11
22/07/2016;580.66;512.82
25/07/2016;580.98;502.60
26/07/2016;586.37;504.65
27/07/2016;583.69;499.44
28/07/2016;577.35;498.63
29/07/2016;578.27;502.23
1/08/2016;583.22;485.50
2/08/2016;578.75;489.84
3/08/2016;581.21;498.47
4/08/2016;586.11;497.71
5/08/2016;585.89;501.92
8/08/2016;589.74;508.05
9/08/2016;591.31;505.52
10/08/2016;582.54;498.38
11/08/2016;584.28;504.87
12/08/2016;583.05;508.16
15/08/2016;586.69;511.14
16/08/2016;585.49;512.22
17/08/2016;586.01;513.29
18/08/2016;595.91;522.44
19/08/2016;594.40;518.15
22/08/2016;592.35;513.59
23/08/2016;594.08;515.85
24/08/2016;592.25;514.46
25/08/2016;589.92;512.96
26/08/2016;591.25;511.22
29/08/2016;587.77;514.62
30/08/2016;587.70;512.47
31/08/2016;584.61;505.45
1/09/2016;585.40;504.11
2/09/2016;589.96;508.35
5/09/2016;596.69;
6/09/2016;606.39;516.07
7/09/2016;608.32;517.78
8/09/2016;610.42;526.42
9/09/2016;599.32;511.68
12/09/2016;589.98;516.18
13/09/2016;580.57;501.41
14/09/2016;573.03;495.65
15/09/2016;575.17;501.07
16/09/2016;572.27;496.79
19/09/2016;580.64;496.19
20/09/2016;582.33;492.10
21/09/2016;586.94;502.53
22/09/2016;596.33;503.62
23/09/2016;591.78;497.27
26/09/2016;584.98;495.00
27/09/2016;587.58;492.72
28/09/2016;588.95;514.12
29/09/2016;589.03;513.68
30/09/2016;574.70;520.35
3/10/2016;577.60;519.53
4/10/2016;573.28;514.55
5/10/2016;579.43;521.79
6/10/2016;580.19;522.67
7/10/2016;571.25;520.28
10/10/2016;575.00;528.11
11/10/2016;565.96;521.96
12/10/2016;564.83;519.82
13/10/2016;566.09;516.39
14/10/2016;570.59;514.27
17/10/2016;569.23;512.00
18/10/2016;574.81;513.90
19/10/2016;577.26;520.89
20/10/2016;575.45;520.41
21/10/2016;571.55;516.84
24/10/2016;570.27;516.01
25/10/2016;565.50;513.29
26/10/2016;564.72;514.75
27/10/2016;561.34;513.05
28/10/2016;557.15;510.77
31/10/2016;557.95;504.89
1/11/2016;550.20;505.37
2/11/2016;540.23;500.26
3/11/2016;530.55;502.11
4/11/2016;529.63;499.68
7/11/2016;541.65;510.58
8/11/2016;542.41;510.49
9/11/2016;516.14;518.23
10/11/2016;505.99;519.83
11/11/2016;500.66;511.21
14/11/2016;496.28;513.00
15/11/2016;500.96;526.77
16/11/2016;500.70;522.16
17/11/2016;499.80;518.63
18/11/2016;498.45;521.02
21/11/2016;498.08;532.48
22/11/2016;502.14;532.41
23/11/2016;505.05;534.79
24/11/2016;507.96;
25/11/2016;508.90;532.69
28/11/2016;511.98;525.71
29/11/2016;506.71;519.64
30/11/2016;506.23;544.67
1/12/2016;502.16;546.15
2/12/2016;498.41;546.74
5/12/2016;502.31;550.67
6/12/2016;503.35;550.11
7/12/2016;512.11;553.78
8/12/2016;511.86;556.42
9/12/2016;510.15;558.71
12/12/2016;509.14;562.73
13/12/2016;513.01;569.85
14/12/2016;505.42;557.75
15/12/2016;498.13;560.03
16/12/2016;497.80;563.18
19/12/2016;503.05;560.42
20/12/2016;500.04;559.24
21/12/2016;497.96;560.15
22/12/2016;499.49;562.68
23/12/2016;498.79;561.56
26/12/2016;499.01;
27/12/2016;504.34;562.88
28/12/2016;502.82;557.38
29/12/2016;504.43;556.03
30/12/2016;507.02;554.50
2/01/2017;509.16;
3/01/2017;511.28;560.90
4/01/2017;517.66;559.30
5/01/2017;521.64;557.48
6/01/2017;521.04;557.57
9/01/2017;521.80;549.33
10/01/2017;523.44;544.11
11/01/2017;526.98;550.65
12/01/2017;529.29;548.00
13/01/2017;529.10;546.96
16/01/2017;528.40;
17/01/2017;533.49;550.39
18/01/2017;534.29;548.53
19/01/2017;529.78;544.55
20/01/2017;530.17;547.41
23/01/2017;531.21;541.29
24/01/2017;530.14;546.61
25/01/2017;534.10;549.68
26/01/2017;532.80;549.61
27/01/2017;531.75;544.42
30/01/2017;525.36;534.86
31/01/2017;528.83;534.34
1/02/2017;533.65;530.33
2/02/2017;534.36;533.45
3/02/2017;536.58;538.04
6/02/2017;533.11;533.27
7/02/2017;531.46;525.95
8/02/2017;535.61;525.58
9/02/2017;536.13;530.46
10/02/2017;542.29;534.42
13/02/2017;548.34;534.57
14/02/2017;550.19;535.25
15/02/2017;555.57;533.36
16/02/2017;557.20;526.07
17/02/2017;556.49;523.30
20/02/2017;557.80;
21/02/2017;564.14;526.88
22/02/2017;561.01;518.55
23/02/2017;559.99;521.17
24/02/2017;555.15;516.53
27/02/2017;554.11;521.01
28/02/2017;552.62;519.74
1/03/2017;554.85;530.40
2/03/2017;552.92;525.90
3/03/2017;552.03;523.98
6/03/2017;550.25;525.53
7/03/2017;551.58;520.78
8/03/2017;550.46;507.54
9/03/2017;544.61;510.54
10/03/2017;545.60;510.15
13/03/2017;550.77;510.37
14/03/2017;548.93;504.73
15/03/2017;550.89;515.23
16/03/2017;558.29;512.24
17/03/2017;558.62;511.82
20/03/2017;555.05;511.18
21/03/2017;546.84;507.58
22/03/2017;540.33;507.05
23/03/2017;540.42;505.24
24/03/2017;542.12;502.92
27/03/2017;541.44;500.87
28/03/2017;545.89;507.32
29/03/2017;546.47;513.51
30/03/2017;542.93;515.92
31/03/2017;544.61;514.01
3/04/2017;543.71;513.13
4/04/2017;545.21;516.78
5/04/2017;541.09;515.04
6/04/2017;542.33;519.14
7/04/2017;541.97;517.13
10/04/2017;543.73;521.12
11/04/2017;545.60;520.68
12/04/2017;543.40;518.90
13/04/2017;539.36;509.40
14/04/2017;538.42;
17/04/2017;544.35;510.38
18/04/2017;541.33;505.94
19/04/2017;538.42;498.72
20/04/2017;538.34;500.67
21/04/2017;534.72;498.53
24/04/2017;540.69;501.23
25/04/2017;544.17;505.94
26/04/2017;541.97;503.91
27/04/2017;537.64;498.31
28/04/2017;540.52;498.95
1/05/2017;543.36;497.84
2/05/2017;547.70;495.37
3/05/2017;549.05;496.99
4/05/2017;544.01;487.54
5/05/2017;549.97;495.45
8/05/2017;547.21;498.95
9/05/2017;550.18;494.67
10/05/2017;551.76;499.94
11/05/2017;548.28;498.94
12/05/2017;548.81;497.35
15/05/2017;553.46;500.45
16/05/2017;554.12;498.24
17/05/2017;547.45;492.61
18/05/2017;537.08;492.05
19/05/2017;543.30;498.15
22/05/2017;544.34;497.31
23/05/2017;546.10;498.13
24/05/2017;550.35;495.96
25/05/2017;552.51;487.09
26/05/2017;549.88;487.49
29/05/2017;549.14;
30/05/2017;550.81;481.11
31/05/2017;548.81;479.19
1/06/2017;549.41;482.37
2/06/2017;549.54;476.67
5/06/2017;547.99;477.46
6/06/2017;549.73;483.20
7/06/2017;545.73;476.05
8/06/2017;545.35;474.73
9/06/2017;542.22;486.49
12/06/2017;540.16;489.77
13/06/2017;541.35;493.02
14/06/2017;542.51;483.99
15/06/2017;536.57;480.70
16/06/2017;536.58;488.95
19/06/2017;539.99;485.60
20/06/2017;535.16;479.55
21/06/2017;536.83;471.88
22/06/2017;542.88;471.28
23/06/2017;546.03;474.83
26/06/2017;549.32;473.69
27/06/2017;546.47;472.88
28/06/2017;549.11;475.57
29/06/2017;545.40;476.16
30/06/2017;548.03;477.91
3/07/2017;549.03;487.49
4/07/2017;547.16;
5/07/2017;545.00;477.67
6/07/2017;546.60;472.40
7/07/2017;545.70;471.95
10/07/2017;547.51;473.20
11/07/2017;547.54;475.69
12/07/2017;554.87;477.09
13/07/2017;555.46;479.19
14/07/2017;561.99;481.78
17/07/2017;562.92;481.13
18/07/2017;567.76;478.78
19/07/2017;575.25;485.46
20/07/2017;577.77;483.72
21/07/2017;575.30;479.45
24/07/2017;576.05;478.03
25/07/2017;575.75;484.07
26/07/2017;577.40;484.56
27/07/2017;572.10;489.38
28/07/2017;576.79;488.44
31/07/2017;578.03;489.57
1/08/2017;578.84;489.87
2/08/2017;577.44;488.33
3/08/2017;580.16;481.77
4/08/2017;581.92;483.44
7/08/2017;587.99;479.27
8/08/2017;585.72;478.67
9/08/2017;582.00;479.23
10/08/2017;573.78;472.82
11/08/2017;573.48;469.55
14/08/2017;578.22;468.29
15/08/2017;579.24;466.44
16/08/2017;581.31;461.18
17/08/2017;572.44;454.52
18/08/2017;576.50;457.09
21/08/2017;570.18;454.57
22/08/2017;574.35;457.72
23/08/2017;575.44;459.47
24/08/2017;577.67;459.39
25/08/2017;577.64;461.78
28/08/2017;578.51;459.61
29/08/2017;579.58;459.06
30/08/2017;580.11;459.21
31/08/2017;580.91;461.61
1/09/2017;581.80;465.36
4/09/2017;580.67;
5/09/2017;580.34;467.98
6/09/2017;580.18;475.65
7/09/2017;583.08;476.48
8/09/2017;580.37;471.43
11/09/2017;584.76;476.23
12/09/2017;586.15;478.70
13/09/2017;582.66;484.63
14/09/2017;588.97;486.50
15/09/2017;588.12;487.76
18/09/2017;585.72;489.89
19/09/2017;586.77;491.73
20/09/2017;587.51;495.11
21/09/2017;584.14;494.78
22/09/2017;585.27;497.41
25/09/2017;573.31;504.74
26/09/2017;570.49;503.77
27/09/2017;573.91;506.17
28/09/2017;571.14;506.93
29/09/2017;570.40;506.72
2/10/2017;573.55;506.63
3/10/2017;579.78;506.21
4/10/2017;579.83;505.89
5/10/2017;579.95;507.94
6/10/2017;580.98;503.79
9/10/2017;577.04;505.05
10/10/2017;581.93;505.57
11/10/2017;582.80;506.78
12/10/2017;586.27;504.87
13/10/2017;587.61;504.51
16/10/2017;584.04;505.61
17/10/2017;588.05;506.03
18/10/2017;588.48;502.50
19/10/2017;585.14;500.93
20/10/2017;585.64;502.26
23/10/2017;586.19;499.32
24/10/2017;582.15;500.67
25/10/2017;581.37;497.25
26/10/2017;584.83;498.46
27/10/2017;592.01;499.45
30/10/2017;594.67;501.26
31/10/2017;594.21;503.07
1/11/2017;594.07;508.54
2/11/2017;595.75;506.96
3/11/2017;590.71;508.14
6/11/2017;595.80;519.33
7/11/2017;586.89;518.41
8/11/2017;592.15;516.35
9/11/2017;583.05;517.84
10/11/2017;579.42;513.67
13/11/2017;578.62;510.88
14/11/2017;576.93;503.00
15/11/2017;572.75;497.09
16/11/2017;577.19;494.20
17/11/2017;572.54;496.33
20/11/2017;571.98;495.30
21/11/2017;570.04;496.41
22/11/2017;573.16;498.58
23/11/2017;572.53;
24/11/2017;575.10;499.94
27/11/2017;569.21;494.80
28/11/2017;575.86;498.87
29/11/2017;569.04;501.51
30/11/2017;568.70;509.28
1/12/2017;564.64;513.33
4/12/2017;554.99;513.18
5/12/2017;555.07;510.46
6/12/2017;552.73;503.88
7/12/2017;560.86;505.47
8/12/2017;567.85;509.77
11/12/2017;570.95;513.40
12/12/2017;568.09;511.74
13/12/2017;571.74;511.04
14/12/2017;574.99;509.38
15/12/2017;577.32;509.24
18/12/2017;584.72;512.76
19/12/2017;580.63;513.32
20/12/2017;583.29;520.38
21/12/2017;590.54;531.21
22/12/2017;591.14;532.36
25/12/2017;591.08;
26/12/2017;591.29;536.75
27/12/2017;596.64;535.03
28/12/2017;598.26;535.52
29/12/2017;599.29;533.41
2/01/2018;607.52;542.93
3/01/2018;606.22;551.22
4/01/2018;601.25;554.51
5/01/2018;604.79;554.41
8/01/2018;613.18;557.64
9/01/2018;610.54;555.87
10/01/2018;610.59;555.32
11/01/2018;622.11;566.56
12/01/2018;619.74;572.02
15/01/2018;620.36;
16/01/2018;617.15;564.96
17/01/2018;615.93;569.78
18/01/2018;616.37;565.24
19/01/2018;616.52;564.66
22/01/2018;617.53;576.52
23/01/2018;616.35;575.64
24/01/2018;613.15;574.21
25/01/2018;616.22;569.76
26/01/2018;615.11;573.24
29/01/2018;616.21;564.37
30/01/2018;615.98;552.97
31/01/2018;616.53;553.45
1/02/2018;612.62;559.54
2/02/2018;602.94;536.43
5/02/2018;589.12;513.07
6/02/2018;580.15;516.52
7/02/2018;582.43;507.90
8/02/2018;572.41;492.78
9/02/2018;569.71;491.04
12/02/2018;577.00;499.15
13/02/2018;584.41;496.92
14/02/2018;591.55;503.89
15/02/2018;604.12;501.76
16/02/2018;606.54;500.52
19/02/2018;605.75;
20/02/2018;607.68;497.69
21/02/2018;609.13;489.44
22/02/2018;608.06;494.73
23/02/2018;607.66;505.59
26/02/2018;612.73;508.91
27/02/2018;607.16;502.15
28/02/2018;602.44;490.67
1/03/2018;599.67;489.87
2/03/2018;599.09;491.86
5/03/2018;599.67;497.11
6/03/2018;606.35;497.31
7/03/2018;604.38;493.18
8/03/2018;607.35;492.60
9/03/2018;611.02;502.18
12/03/2018;615.95;501.89
13/03/2018;615.96;498.27
14/03/2018;617.47;495.04
15/03/2018;614.34;492.95
16/03/2018;611.72;497.93
19/03/2018;615.11;489.50
20/03/2018;618.61;493.61
21/03/2018;621.16;506.58
22/03/2018;613.13;496.27
23/03/2018;606.12;493.31
26/03/2018;619.50;502.07
27/03/2018;617.38;497.67
28/03/2018;605.28;487.78
29/03/2018;605.94;498.29
30/03/2018;606.15;
2/04/2018;604.37;488.35
3/04/2018;611.48;498.79
4/04/2018;611.77;498.10
5/04/2018;618.96;507.14
6/04/2018;616.26;497.80
9/04/2018;621.41;500.13
10/04/2018;624.74;516.73
11/04/2018;625.06;522.11
12/04/2018;625.01;522.08
13/04/2018;622.40;527.75
16/04/2018;617.65;533.10
17/04/2018;619.12;535.23
18/04/2018;627.49;543.50
19/04/2018;629.97;544.26
20/04/2018;625.50;541.48
23/04/2018;620.27;544.78
24/04/2018;619.27;538.93
25/04/2018;614.13;543.32
26/04/2018;619.79;551.49
27/04/2018;631.12;544.78
30/04/2018;631.43;544.56
1/05/2018;628.09;541.54
2/05/2018;624.42;543.68
3/05/2018;622.05;542.41
4/05/2018;621.12;544.84
7/05/2018;627.76;545.84
8/05/2018;619.94;550.10
9/05/2018;623.22;561.29
10/05/2018;635.23;565.87
11/05/2018;631.61;565.28
14/05/2018;634.90;568.85
15/05/2018;634.61;568.92
16/05/2018;632.70;571.02
17/05/2018;632.61;578.51
18/05/2018;629.19;573.85
21/05/2018;635.52;579.40
22/05/2018;637.05;571.99
23/05/2018;632.69;571.98
24/05/2018;627.36;562.44
25/05/2018;618.95;547.77
28/05/2018;617.79;
29/05/2018;612.66;546.01
30/05/2018;615.19;563.01
31/05/2018;617.44;558.35
1/06/2018;614.45;561.37
4/06/2018;600.68;556.21
5/06/2018;592.94;554.30
6/06/2018;589.91;557.43
7/06/2018;587.62;566.26
8/06/2018;584.75;565.02
11/06/2018;585.55;567.05
12/06/2018;587.67;562.79
13/06/2018;586.21;560.50
14/06/2018;584.43;559.30
15/06/2018;580.92;547.51
18/06/2018;580.23;553.66
19/06/2018;575.02;552.17
20/06/2018;576.50;554.52
21/06/2018;572.92;543.84
22/06/2018;575.62;555.82
25/06/2018;572.52;543.60
26/06/2018;567.10;551.20
27/06/2018;558.75;558.58
28/06/2018;555.99;557.93
29/06/2018;560.82;561.54
2/07/2018;560.81;552.86
3/07/2018;562.43;556.84
4/07/2018;559.66;
5/07/2018;563.10;555.97
6/07/2018;569.13;559.67
9/07/2018;575.84;567.93
10/07/2018;574.76;572.13
11/07/2018;569.94;559.84
12/07/2018;573.63;560.96
13/07/2018;571.24;564.08
16/07/2018;568.45;557.42
17/07/2018;567.17;555.30
18/07/2018;569.30;555.47
19/07/2018;569.70;555.37
20/07/2018;573.14;553.41
23/07/2018;573.74;551.23
24/07/2018;579.55;558.48
25/07/2018;586.26;563.52
26/07/2018;583.64;569.12
27/07/2018;584.40;566.22
30/07/2018;582.83;570.98
31/07/2018;584.34;569.16
1/08/2018;583.53;561.58
2/08/2018;579.34;558.66
3/08/2018;574.93;556.06
6/08/2018;572.41;557.93
7/08/2018;573.17;561.93
8/08/2018;572.88;557.65
9/08/2018;573.04;552.70
10/08/2018;564.44;554.18
13/08/2018;556.38;547.44
14/08/2018;546.12;548.87
15/08/2018;538.66;529.59
16/08/2018;542.20;532.85
17/08/2018;545.92;534.27
20/08/2018;554.56;537.80
21/08/2018;560.37;540.46
22/08/2018;559.30;546.93
23/08/2018;553.15;544.07
24/08/2018;556.82;548.40
27/08/2018;561.31;552.44
28/08/2018;560.24;549.94
29/08/2018;560.30;553.39
30/08/2018;555.04;551.63
31/08/2018;556.93;547.58
3/09/2018;556.16;
4/09/2018;551.43;546.02
5/09/2018;547.04;545.58
6/09/2018;547.50;535.06
7/09/2018;543.67;534.93
10/09/2018;542.55;534.83
11/09/2018;543.93;540.06
12/09/2018;544.81;542.82
13/09/2018;542.48;542.83
14/09/2018;543.59;545.87
17/09/2018;542.93;546.77
18/09/2018;549.58;550.58
19/09/2018;551.46;552.68
20/09/2018;555.15;552.36
21/09/2018;560.38;556.34
24/09/2018;555.14;564.51
25/09/2018;552.39;567.74
26/09/2018;550.53;562.11
27/09/2018;545.96;562.37
28/09/2018;546.51;560.91
1/10/2018;543.85;569.13
2/10/2018;549.46;569.86
3/10/2018;549.18;574.55
4/10/2018;540.34;571.61
5/10/2018;538.54;571.36
8/10/2018;539.93;571.09
9/10/2018;541.20;576.72
10/10/2018;530.17;556.04
11/10/2018;519.72;538.87
12/10/2018;527.88;540.51
15/10/2018;527.38;536.08
16/10/2018;536.39;540.77
17/10/2018;535.89;537.01
18/10/2018;531.52;534.41
19/10/2018;531.62;530.02
22/10/2018;532.47;524.19
23/10/2018;519.96;510.17
24/10/2018;513.26;490.83
25/10/2018;518.38;496.47
26/10/2018;513.80;492.59
29/10/2018;507.37;483.31
30/10/2018;511.17;494.41
31/10/2018;516.86;497.37
1/11/2018;531.06;501.52
2/11/2018;533.27;500.99
5/11/2018;539.17;509.06
6/11/2018;545.21;510.77
7/11/2018;561.14;519.00
8/11/2018;558.71;507.56
9/11/2018;553.68;505.68
12/11/2018;553.56;494.86
13/11/2018;550.59;483.03
14/11/2018;549.73;482.52
15/11/2018;552.17;489.65
16/11/2018;557.17;495.03
19/11/2018;554.24;494.55
20/11/2018;544.77;478.27
21/11/2018;552.12;485.82
22/11/2018;550.56;
23/11/2018;550.92;469.96
26/11/2018;555.69;478.03
27/11/2018;562.05;476.45
28/11/2018;572.18;484.76
29/11/2018;573.70;487.60
30/11/2018;569.94;486.42
3/12/2018;577.58;497.52
4/12/2018;572.25;482.93
5/12/2018;567.95;
6/12/2018;563.66;474.39
7/12/2018;558.05;471.34
10/12/2018;552.85;463.72
11/12/2018;554.33;463.86
12/12/2018;560.39;465.37
13/12/2018;564.47;467.05
14/12/2018;558.53;455.93
17/12/2018;548.16;447.46
18/12/2018;542.39;436.96
19/12/2018;539.21;431.50
20/12/2018;532.66;419.45
21/12/2018;523.89;415.06
24/12/2018;517.84;398.39
26/12/2018;529.98;423.26
27/12/2018;527.76;425.97
28/12/2018;529.18;422.16
31/12/2018;531.48;424.07
2/01/2019;534.97;432.85
3/01/2019;528.82;428.07
4/01/2019;543.81;443.41
7/01/2019;547.00;449.14
8/01/2019;553.41;452.87
9/01/2019;560.29;459.67
10/01/2019;567.66;461.17
11/01/2019;570.49;458.28
14/01/2019;565.83;457.43
15/01/2019;566.89;458.80
16/01/2019;568.97;458.10
17/01/2019;573.34;462.58
18/01/2019;574.82;471.53
21/01/2019;577.01;
22/01/2019;572.31;461.15
23/01/2019;575.09;456.54
24/01/2019;587.23;459.26
25/01/2019;590.12;464.69
28/01/2019;589.53;459.90
29/01/2019;593.82;461.36
30/01/2019;598.33;467.49
31/01/2019;608.70;470.81
1/02/2019;610.75;479.44
4/02/2019;609.40;480.26
5/02/2019;611.96;481.05
6/02/2019;609.45;477.37
7/02/2019;606.47;467.21
8/02/2019;603.63;463.84
11/02/2019;607.25;465.97
12/02/2019;612.19;471.49
13/02/2019;614.65;477.57
14/02/2019;620.31;478.30
15/02/2019;615.46;485.89
18/02/2019;618.29;
19/02/2019;621.28;487.30
20/02/2019;619.62;489.38
21/02/2019;623.05;481.81
22/02/2019;629.94;483.41
25/02/2019;630.02;484.13
26/02/2019;629.94;482.79
27/02/2019;624.88;484.65
28/02/2019;625.48;479.94
1/03/2019;623.51;488.65
4/03/2019;627.82;489.64
5/03/2019;628.27;488.11
6/03/2019;620.37;481.88
7/03/2019;616.13;479.13
8/03/2019;610.73;469.77
11/03/2019;622.90;476.99
12/03/2019;630.06;479.75
13/03/2019;633.63;484.96
14/03/2019;632.15;485.24
15/03/2019;630.04;484.84
18/03/2019;637.66;491.57
19/03/2019;637.29;490.15
20/03/2019;635.03;494.51
21/03/2019;631.72;497.92
22/03/2019;620.63;484.86
25/03/2019;616.67;484.83
26/03/2019;618.51;491.84
27/03/2019;619.25;488.39
28/03/2019;621.13;490.21
29/03/2019;624.81;489.45
1/04/2019;629.57;496.14
2/04/2019;631.26;492.66
3/04/2019;636.66;487.93
4/04/2019;638.65;492.11
5/04/2019;645.45;500.45
8/04/2019;644.94;502.90
9/04/2019;641.73;496.42
10/04/2019;647.53;498.51
11/04/2019;642.69;498.68
12/04/2019;639.74;499.60
15/04/2019;643.93;496.76
16/04/2019;645.75;499.94
17/04/2019;645.92;499.51
18/04/2019;644.60;496.88
22/04/2019;645.86;507.08
23/04/2019;648.03;507.26
24/04/2019;647.93;497.89
25/04/2019;645.92;496.50
26/04/2019;647.71;490.47
29/04/2019;648.05;489.24
30/04/2019;649.09;489.38
1/05/2019;650.41;478.74
2/05/2019;644.70;470.54
3/05/2019;652.31;474.50
6/05/2019;639.60;474.19
7/05/2019;649.01;471.23
8/05/2019;645.17;470.95
9/05/2019;636.10;471.27
10/05/2019;641.03;471.66
13/05/2019;628.52;464.19
14/05/2019;630.97;469.26
15/05/2019;636.84;471.42
16/05/2019;639.97;473.19
17/05/2019;632.97;468.23
20/05/2019;628.40;468.55
21/05/2019;640.53;473.58
22/05/2019;642.05;466.10
23/05/2019;628.78;451.53
24/05/2019;633.93;452.22
27/05/2019;634.11;
28/05/2019;639.04;447.24
29/05/2019;634.13;444.45
30/05/2019;637.98;439.19
31/05/2019;637.38;432.10
3/06/2019;646.66;438.01
4/06/2019;650.03;445.06
5/06/2019;652.87;440.25
